isPractice,whichTest,items,order,id,setID,type,iteration,startedAngle,direction,colorOffset,currentTrial,currentBlock,reportedAngle,rt,imgNum,errorSign,curError,subject,curID,error,curTrial,stim_direction,serialSign,rejected,iteration_true,colorVal,seedID,seed,relative_pos
0,0,54,"c(1, 3, 0, 2)",11,2,fixed,1,74,ccw,240,7,2,72,1619,48,-1,6,14,14,-6,27,-71,-1,FALSE,1,#E44C34,1,54,-6
0,0,90,"c(3, 1, 0, 2)",12,2,fixed,1,17,ccw,177,7,2,102,4061,81,-1,9,17,17,-9,27,-95,-1,FALSE,1,#C26B16,2,90,-9
0,0,342,"c(3, 2, 0, 1)",19,2,fixed,1,191,cw,28,7,2,320,1578,348,1,6,18,18,6,27,-139,-1,FALSE,1,#F22A7F,9,342,6
0,0,234,"c(0, 3, 1, 2)",16,2,fixed,1,272,cw,175,7,2,60,1216,235,1,1,19,19,1,27,176,1,FALSE,1,#4B87B0,6,234,1
0,0,342,"c(1, 3, 2, 0)",19,2,fixed,1,313,cw,59,7,2,277,1056,336,-1,6,24,25,-6,27,114,1,FALSE,1,#EA358E,9,342,-6
0,0,18,"c(3, 1, 0, 2)",10,2,fixed,1,247,ccw,43,7,2,295,1059,22,1,4,26,27,4,27,161,1,FALSE,1,#F43053,0,18,4
0,0,234,"c(3, 1, 0, 2)",16,2,fixed,1,87,cw,28,7,2,209,1295,237,1,3,27,28,3,27,172,1,FALSE,1,#4E86B1,6,234,3
0,0,198,"c(1, 0, 2, 3)",15,2,fixed,1,340,ccw,87,7,2,80,6331,193,-1,5,28,29,-5,27,-157,-1,FALSE,1,#338F81,5,198,-5
0,0,234,"c(1, 0, 3, 2)",16,2,fixed,1,190,ccw,138,7,2,337,2507,245,1,11,29,30,11,27,100,1,FALSE,1,#5C83B6,6,234,11
0,0,18,"c(2, 1, 3, 0)",10,2,fixed,1,234,ccw,314,7,2,19,5512,27,1,9,30,31,9,27,164,1,FALSE,1,#F2354C,0,18,9
0,0,234,"c(2, 0, 3, 1)",16,2,fixed,1,95,cw,59,7,2,170,2961,229,-1,5,35,38,-5,27,62,1,FALSE,1,#4189AB,6,234,-5
0,0,306,"c(2, 3, 1, 0)",18,2,fixed,1,277,ccw,209,7,2,223,2169,288,-1,18,36,39,-18,27,111,1,FALSE,1,#AC67B9,8,306,-18
0,0,54,"c(0, 2, 3, 1)",11,2,fixed,1,54,ccw,269,7,2,22,4925,69,1,15,37,40,15,27,-89,-1,FALSE,1,#D0611F,1,54,15
0,0,54,"c(3, 1, 0, 2)",11,2,fixed,1,186,cw,94,7,2,337,3875,71,1,17,40,44,17,27,-81,-1,FALSE,1,#CD621D,1,54,17
0,0,18,"c(2, 0, 1, 3)",10,2,fixed,1,256,cw,142,7,2,233,4548,15,-1,3,41,45,-3,27,147,1,FALSE,1,#F52A5B,0,18,-3
0,0,198,0:3,15,2,fixed,1,271,ccw,110,7,2,46,2379,204,1,6,48,53,6,27,-107,-1,FALSE,1,#2D8E90,5,198,6
0,0,18,"c(3, 0, 2, 1)",10,2,fixed,1,16,ccw,45,7,2,297,1291,18,-1,0,49,54,0,27,-55,-1,FALSE,1,#F52D58,0,18,0
0,0,306,"c(0, 3, 1, 2)",18,2,fixed,1,272,cw,306,7,2,11,4336,317,1,11,53,58,11,27,121,1,FALSE,1,#D749A4,8,306,11
0,0,342,"c(3, 1, 2, 0)",19,2,fixed,1,135,ccw,289,7,2,82,3594,349,1,7,55,60,7,27,-31,-1,FALSE,1,#F2297D,9,342,7
0,0,270,"c(2, 3, 1, 0)",17,2,fixed,1,59,ccw,312,7,2,123,1966,285,1,15,57,62,15,27,77,1,FALSE,1,#A769BA,7,270,15
0,0,234,"c(2, 0, 1, 3)",16,2,fixed,1,219,cw,109,7,2,140,1186,249,1,15,58,63,15,27,41,1,FALSE,1,#6481B8,6,234,15
0,0,90,"c(3, 1, 2, 0)",12,2,fixed,1,340,cw,112,7,2,340,1690,92,1,2,60,64,2,27,-87,-1,FALSE,1,#B47313,2,90,2
0,0,54,"c(3, 0, 2, 1)",11,2,fixed,1,344,ccw,310,7,2,357,2681,53,-1,1,64,67,-1,27,-161,-1,FALSE,1,#E0512E,1,54,-1
0,0,54,"c(0, 3, 1, 2)",11,2,fixed,1,336,cw,261,7,2,163,7044,64,1,10,70,75,10,27,-148,-1,FALSE,1,#D55C24,1,54,10
0,0,306,"c(1, 2, 3, 0)",18,2,fixed,1,343,ccw,29,7,2,8,3752,323,1,17,72,77,17,27,53,1,FALSE,1,#DE439D,8,306,17
0,0,126,3:0,13,2,fixed,1,189,ccw,77,7,2,178,6421,105,-1,21,73,78,-21,27,76,1,FALSE,1,#A27B16,3,126,-21
0,0,342,"c(1, 0, 2, 3)",19,2,fixed,1,322,ccw,328,7,2,41,1807,351,1,9,74,79,9,27,57,1,FALSE,1,#F3277B,9,342,9
0,0,90,"c(1, 0, 3, 2)",12,2,fixed,1,320,ccw,336,7,2,274,4173,110,1,20,76,81,20,27,13,1,FALSE,1,#9C7E1A,2,90,20
0,0,54,"c(1, 0, 3, 2)",11,2,fixed,1,107,cw,126,8,2,295,2392,61,1,7,1,01,7,28,-98,-1,FALSE,1,#D85926,1,54,7
0,0,306,0:3,18,2,fixed,1,168,ccw,355,8,2,56,2441,309,1,3,4,04,3,28,143,1,FALSE,1,#CD52AB,8,306,3
0,0,126,"c(3, 1, 2, 0)",13,2,fixed,1,219,cw,166,8,2,320,2416,126,-1,0,5,05,0,28,-98,-1,FALSE,1,#868529,3,126,0
0,0,198,"c(1, 3, 0, 2)",15,2,fixed,1,245,cw,118,8,2,77,4743,195,-1,3,9,09,-3,28,62,1,FALSE,1,#318F84,5,198,-3
0,0,342,"c(0, 2, 1, 3)",19,2,fixed,1,323,ccw,294,8,2,66,4599,360,1,18,11,11,18,28,-63,-1,FALSE,1,#F6256F,9,342,18
0,0,90,"c(0, 3, 2, 1)",12,2,fixed,1,337,ccw,118,8,2,150,3745,92,1,2,12,12,2,28,179,1,FALSE,1,#B47313,2,90,2
0,0,126,"c(3, 1, 0, 2)",13,2,fixed,1,88,cw,307,8,2,174,2298,121,-1,5,13,13,-5,28,-69,-1,FALSE,1,#8D8224,3,126,-5
0,0,162,"c(1, 3, 0, 2)",14,2,fixed,1,72,cw,30,8,2,131,3409,161,-1,1,14,14,-1,28,113,1,FALSE,1,#588E55,4,162,-1
0,0,126,"c(0, 3, 1, 2)",13,2,fixed,1,111,ccw,309,8,2,300,5336,111,-1,15,15,15,-15,28,2,1,FALSE,1,#9A7E1B,3,126,-15
0,0,342,3:0,19,2,fixed,1,36,cw,30,8,2,334,4036,4,1,22,17,17,22,28,-77,-1,FALSE,1,#F6256A,9,342,22
0,0,306,"c(1, 0, 3, 2)",18,2,fixed,1,320,cw,1,8,2,304,3787,305,-1,1,18,18,-1,28,-43,-1,FALSE,1,#C756AE,8,306,-1
0,0,198,"c(2, 0, 3, 1)",15,2,fixed,1,224,ccw,302,8,2,224,863,194,-1,4,21,21,-4,28,77,1,FALSE,1,#328F83,5,198,-4
0,0,198,"c(2, 0, 3, 1)",15,2,fixed,1,196,cw,74,8,2,136,2009,210,1,12,22,22,12,28,-84,-1,FALSE,1,#2E8D97,5,198,12
0,0,162,"c(3, 2, 0, 1)",14,2,fixed,1,210,cw,184,8,2,341,1347,165,1,3,27,28,3,28,-72,-1,FALSE,1,#528E5B,4,162,3
0,0,126,"c(1, 2, 0, 3)",13,2,fixed,1,80,ccw,105,8,2,117,2454,138,1,12,28,29,12,28,-55,-1,FALSE,1,#768937,3,126,12
0,0,234,"c(0, 2, 1, 3)",16,2,fixed,1,19,ccw,254,8,2,245,2049,221,-1,13,30,31,-13,28,-166,-1,FALSE,1,#368BA3,6,234,-13
0,0,234,"c(0, 1, 3, 2)",16,2,fixed,1,89,cw,125,8,2,117,5579,242,1,8,32,34,8,28,-27,-1,FALSE,1,#5784B5,6,234,8
0,0,270,"c(3, 2, 0, 1)",17,2,fixed,1,349,ccw,27,8,2,58,6212,275,1,5,34,37,5,28,170,1,FALSE,1,#9571BD,7,270,5
0,0,234,0:3,16,2,fixed,1,223,ccw,125,8,2,10,2345,225,-1,9,36,39,-9,28,-63,-1,FALSE,1,#3B8AA7,6,234,-9
0,0,306,"c(0, 3, 2, 1)",18,2,fixed,1,25,ccw,329,8,2,75,4414,316,1,10,37,40,10,28,-113,-1,FALSE,1,#D64BA5,8,306,10
0,0,270,"c(3, 1, 2, 0)",17,2,fixed,1,313,ccw,294,8,2,142,4864,284,1,14,39,42,14,28,109,1,FALSE,1,#A56ABB,7,270,14
0,0,198,"c(0, 3, 1, 2)",15,2,fixed,1,337,cw,355,8,2,191,2667,186,-1,12,40,44,-12,28,115,1,FALSE,1,#398F78,5,198,-12
0,0,126,3:0,13,2,fixed,1,19,ccw,178,8,2,57,4990,125,-1,1,42,46,-1,28,178,1,FALSE,1,#878428,3,126,-1
0,0,234,"c(2, 1, 0, 3)",16,2,fixed,1,353,ccw,38,8,2,86,2052,236,1,2,44,49,2,28,-92,-1,FALSE,1,#4D87B1,6,234,2
0,0,342,"c(1, 2, 0, 3)",19,2,fixed,1,209,ccw,10,8,2,1,1659,349,1,7,46,51,7,28,-63,-1,FALSE,1,#F2297D,9,342,7
0,0,54,"c(2, 1, 3, 0)",11,2,fixed,1,13,cw,68,8,2,353,2785,61,1,7,47,52,7,28,42,1,FALSE,1,#D85926,1,54,7
0,0,198,"c(3, 1, 0, 2)",15,2,fixed,1,313,cw,288,8,2,280,1611,208,1,10,49,54,10,28,-170,-1,FALSE,1,#2D8E95,5,198,10
0,0,18,"c(0, 3, 2, 1)",10,2,fixed,1,102,ccw,331,8,2,7,2690,22,1,4,51,56,4,28,-132,-1,FALSE,1,#F43053,0,18,4
0,0,234,"c(3, 0, 2, 1)",16,2,fixed,1,102,cw,155,8,2,59,4154,214,-1,20,52,57,-20,28,66,1,FALSE,1,#308D9C,6,234,-20
0,0,162,"c(1, 0, 3, 2)",14,2,fixed,1,53,ccw,295,8,2,246,6499,179,1,17,55,60,17,28,-170,-1,FALSE,1,#418F6E,4,162,17
0,0,54,"c(0, 2, 3, 1)",11,2,fixed,1,62,cw,304,8,2,114,5784,58,1,4,59,64,4,28,-34,-1,FALSE,1,#DB5629,1,54,4
0,0,18,"c(1, 2, 0, 3)",10,2,fixed,1,2,ccw,83,8,2,252,6265,25,1,7,61,65,7,28,-94,-1,FALSE,1,#F2334F,0,18,7
0,0,342,"c(2, 3, 0, 1)",19,2,fixed,1,304,cw,273,8,2,83,2356,356,1,14,63,66,14,28,10,1,FALSE,1,#F52575,9,342,14
0,0,162,"c(0, 1, 3, 2)",14,2,fixed,1,248,cw,244,8,2,281,2400,165,1,3,65,68,3,28,-106,-1,FALSE,1,#528E5B,4,162,3
0,0,54,"c(0, 2, 1, 3)",11,2,fixed,1,93,cw,152,8,2,264,4120,56,1,2,69,74,2,28,-170,-1,FALSE,1,#DD542B,1,54,2
0,0,342,"c(3, 2, 0, 1)",19,2,fixed,1,163,ccw,214,8,2,163,1179,343,1,1,70,75,1,28,-81,-1,FALSE,1,#EF2E85,9,342,1
0,0,54,"c(1, 3, 2, 0)",11,2,fixed,1,330,cw,287,8,2,127,1800,54,-1,0,75,80,0,28,153,1,FALSE,1,#DF522D,1,54,0
0,0,18,0:3,10,2,fixed,1,39,ccw,192,9,2,157,2724,11,-1,7,1,01,-7,29,-50,-1,FALSE,1,#F62760,0,18,-7
0,0,342,"c(0, 2, 1, 3)",19,2,fixed,1,317,cw,222,9,2,115,3340,337,-1,5,6,06,-5,29,159,1,FALSE,1,#EB338D,9,342,-5
0,0,234,"c(2, 0, 1, 3)",16,2,fixed,1,66,ccw,70,9,2,63,2081,227,-1,7,11,11,-7,29,-133,-1,FALSE,1,#3E89A9,6,234,-7
0,0,90,"c(1, 0, 2, 3)",12,2,fixed,1,27,ccw,163,9,2,93,1108,104,1,14,19,19,14,29,123,1,FALSE,1,#A47A16,2,90,14
0,0,198,3:0,15,2,fixed,1,116,cw,234,9,2,322,4203,196,-1,2,20,20,-2,29,-70,-1,FALSE,1,#318F86,5,198,-2
0,0,270,"c(2, 3, 1, 0)",17,2,fixed,1,140,cw,98,9,2,170,1554,268,-1,2,22,22,-2,29,58,1,FALSE,1,#8876BE,7,270,-2
0,0,234,"c(3, 0, 1, 2)",16,2,fixed,1,265,ccw,334,9,2,146,6100,240,1,6,23,23,6,29,-180,-1,FALSE,1,#5485B4,6,234,6
0,0,342,"c(3, 1, 2, 0)",19,2,fixed,1,340,ccw,233,9,2,145,1395,342,-1,0,27,28,0,29,177,1,FALSE,1,#EE2F87,9,342,0
0,0,342,"c(3, 0, 1, 2)",19,2,fixed,1,358,cw,274,9,2,83,2932,357,1,15,30,31,15,29,136,1,FALSE,1,#F52573,9,342,15
0,0,18,"c(3, 0, 2, 1)",10,2,fixed,1,6,ccw,189,9,2,160,4253,11,-1,7,31,32,-7,29,115,1,FALSE,1,#F62760,0,18,-7
0,0,306,"c(1, 2, 0, 3)",18,2,fixed,1,29,ccw,260,9,2,142,1621,318,1,12,33,36,12,29,146,1,FALSE,1,#D848A3,8,306,12
0,0,198,"c(0, 3, 1, 2)",15,2,fixed,1,58,cw,91,9,2,101,5979,192,-1,6,34,37,-6,29,-83,-1,FALSE,1,#348F80,5,198,-6
0,0,342,"c(2, 3, 0, 1)",19,2,fixed,1,342,ccw,17,9,2,342,1384,1,1,19,35,38,19,29,-56,-1,FALSE,1,#F6256E,9,342,19
0,0,270,"c(1, 2, 3, 0)",17,2,fixed,1,244,ccw,221,9,2,209,4153,290,1,20,38,41,20,29,-70,-1,FALSE,1,#B065B8,7,270,20
0,0,18,"c(3, 0, 1, 2)",10,2,fixed,1,205,cw,61,9,2,327,4851,28,1,10,40,44,10,29,-158,-1,FALSE,1,#F2364B,0,18,10
0,0,90,"c(2, 0, 3, 1)",12,2,fixed,1,58,cw,125,9,2,327,1755,92,1,2,42,46,2,29,-33,-1,FALSE,1,#B47313,2,90,2
0,0,342,"c(2, 0, 1, 3)",19,2,fixed,1,85,cw,98,9,2,238,2889,336,-1,6,44,49,-6,29,100,1,FALSE,1,#EA358E,9,342,-6
0,0,198,"c(2, 3, 0, 1)",15,2,fixed,1,1,cw,314,9,2,262,3211,216,1,18,46,51,18,29,-133,-1,FALSE,1,#328C9E,5,198,18
0,0,270,"c(3, 1, 0, 2)",17,2,fixed,1,280,ccw,260,9,2,188,1819,272,1,2,49,54,2,29,64,1,FALSE,1,#9074BE,7,270,2
0,0,198,"c(0, 3, 1, 2)",15,2,fixed,1,7,cw,80,9,2,114,1460,194,-1,4,51,56,-4,29,172,1,FALSE,1,#328F83,5,198,-4
0,0,162,"c(2, 0, 1, 3)",14,2,fixed,1,273,ccw,5,9,2,177,1541,178,1,16,53,58,16,29,-10,-1,FALSE,1,#428F6D,4,162,16
0,0,306,0:3,18,2,fixed,1,76,ccw,255,9,2,164,2001,301,-1,5,56,61,-5,29,101,1,FALSE,1,#C15AB1,8,306,-5
0,0,54,"c(1, 3, 0, 2)",11,2,fixed,1,69,cw,255,9,2,148,1669,43,-1,11,58,63,-11,29,77,1,FALSE,1,#E84739,1,54,-11
0,0,162,"c(2, 0, 3, 1)",14,2,fixed,1,252,cw,248,9,2,273,3457,161,-1,1,61,65,-1,29,1,1,FALSE,2,#588E55,4,162,-1
0,0,162,"c(0, 3, 2, 1)",14,2,fixed,1,83,cw,43,9,2,128,1698,171,1,9,63,66,9,29,175,1,FALSE,1,#4B8F63,4,162,9
0,0,342,"c(1, 2, 0, 3)",19,2,fixed,1,138,cw,137,9,2,201,3331,338,-1,4,64,67,-4,29,124,1,FALSE,1,#EC328C,9,342,-4
0,0,54,"c(2, 1, 0, 3)",11,2,fixed,1,75,ccw,335,9,2,336,2546,49,-1,5,66,69,-5,29,-137,-1,FALSE,1,#E34D33,1,54,-5
0,0,162,0:3,14,2,fixed,1,177,cw,337,9,2,175,1982,152,-1,10,68,71,-10,29,153,1,FALSE,1,#648C49,4,162,-10
0,0,18,"c(3, 1, 0, 2)",10,2,fixed,1,163,ccw,342,9,2,8,1780,10,-1,8,70,75,-8,29,27,1,FALSE,1,#F62762,0,18,-8
0,0,126,"c(2, 0, 3, 1)",13,2,fixed,1,136,ccw,291,9,2,302,2666,127,1,1,72,77,1,29,93,1,FALSE,1,#85852A,3,126,1
0,0,306,"c(0, 2, 1, 3)",18,2,fixed,1,157,ccw,93,10,2,311,1984,316,1,10,1,01,10,30,-55,-1,FALSE,1,#D64BA5,8,306,10
0,0,162,"c(3, 0, 2, 1)",14,2,fixed,1,263,cw,143,10,2,1,1529,144,-1,18,7,07,-18,30,-77,-1,FALSE,1,#6E8A3F,4,162,-18
0,0,162,"c(3, 1, 0, 2)",14,2,fixed,1,58,ccw,202,10,2,2,6785,156,-1,6,9,09,-6,30,-111,-1,FALSE,1,#5E8D4F,4,162,-6
0,0,18,"c(2, 1, 0, 3)",10,2,fixed,1,73,ccw,189,10,2,161,3036,10,-1,8,10,10,-8,30,116,1,FALSE,1,#F62762,0,18,-8
0,0,342,"c(3, 0, 1, 2)",19,2,fixed,1,293,ccw,223,10,2,167,3360,330,-1,12,14,14,-12,30,-178,-1,FALSE,1,#E53B95,9,342,-12
0,0,270,"c(0, 2, 3, 1)",17,2,fixed,1,110,ccw,2,10,2,85,4922,273,1,3,16,16,3,30,91,1,FALSE,1,#9173BD,7,270,3
0,0,234,"c(0, 2, 3, 1)",16,2,fixed,1,131,cw,93,10,2,131,1069,224,-1,10,17,17,-10,30,-112,-1,FALSE,1,#3A8AA6,6,234,-10
0,0,306,"c(1, 0, 2, 3)",18,2,fixed,1,93,ccw,232,10,2,168,1428,320,1,14,19,19,14,30,-144,-1,FALSE,1,#DB46A1,8,306,14
0,0,270,"c(3, 2, 0, 1)",17,2,fixed,1,293,cw,37,10,2,252,1011,289,1,19,24,25,19,30,-158,-1,FALSE,1,#AE66B8,7,270,19
0,0,162,"c(1, 2, 0, 3)",14,2,fixed,1,232,cw,226,10,2,300,1250,166,1,4,25,26,4,30,-52,-1,FALSE,1,#518E5C,4,162,4
0,0,162,"c(2, 1, 3, 0)",14,2,fixed,1,57,ccw,204,10,2,348,2098,168,1,6,30,31,6,30,171,1,FALSE,1,#4F8E5F,4,162,6
0,0,126,"c(2, 0, 3, 1)",13,2,fixed,1,142,ccw,145,10,2,91,3756,124,-1,2,33,36,-2,30,166,1,FALSE,1,#898427,3,126,-2
0,0,234,"c(2, 3, 0, 1)",16,2,fixed,1,100,ccw,263,10,2,235,2971,222,-1,12,34,37,-12,30,30,1,FALSE,1,#388BA5,6,234,-12
0,0,18,"c(2, 0, 3, 1)",10,2,fixed,1,343,cw,55,10,2,322,1571,17,-1,1,36,39,-1,30,-140,-1,FALSE,1,#F52C59,0,18,-1
0,0,234,"c(1, 0, 2, 3)",16,2,fixed,1,209,cw,262,10,2,337,2488,239,1,5,38,41,5,30,-51,-1,FALSE,1,#5285B3,6,234,5
0,0,162,"c(1, 2, 3, 0)",14,2,fixed,1,334,ccw,108,10,2,81,7148,171,1,9,40,44,9,30,143,1,FALSE,1,#4B8F63,4,162,9
0,0,342,"c(2, 1, 0, 3)",19,2,fixed,1,125,cw,159,10,2,183,2819,342,-1,0,41,45,0,30,57,1,FALSE,1,#EE2F87,9,342,0
0,0,18,"c(1, 2, 0, 3)",10,2,fixed,1,330,ccw,123,10,2,233,2312,4,-1,14,42,46,-14,30,-88,-1,FALSE,1,#F6256A,0,18,-14
0,0,306,0:3,18,2,fixed,1,225,ccw,14,10,2,37,6305,309,1,3,44,49,3,30,-27,-1,FALSE,1,#CD52AB,8,306,3
0,0,270,0:3,17,2,fixed,1,262,ccw,54,10,2,32,2917,274,1,4,46,51,4,30,58,1,FALSE,1,#9372BD,7,270,4
0,0,306,"c(2, 0, 1, 3)",18,2,fixed,1,349,cw,336,10,2,338,2076,314,1,8,47,52,8,30,-69,-1,FALSE,1,#D34DA7,8,306,8
0,0,270,"c(3, 2, 0, 1)",17,2,fixed,1,309,cw,69,10,2,207,2378,276,1,6,52,57,6,30,-130,-1,FALSE,1,#9771BD,7,270,6
0,0,342,0:3,19,2,fixed,1,177,cw,83,10,2,262,1583,345,1,3,53,58,3,30,167,1,FALSE,1,#F02C83,9,342,3
0,0,270,"c(3, 0, 1, 2)",17,2,fixed,1,164,ccw,259,10,2,185,2643,276,1,6,56,61,6,30,-25,-1,FALSE,1,#9771BD,7,270,6
0,0,126,"c(3, 0, 1, 2)",13,2,fixed,1,101,ccw,102,10,2,119,1617,139,1,13,57,62,13,30,-150,-1,FALSE,1,#758938,3,126,13
0,0,18,"c(2, 0, 3, 1)",10,2,fixed,1,148,ccw,121,10,2,213,1667,26,1,8,58,63,8,30,-17,-1,FALSE,1,#F2344E,0,18,8
0,0,234,"c(1, 2, 0, 3)",16,2,fixed,1,314,ccw,177,10,2,312,1106,231,-1,3,61,65,-3,30,95,1,FALSE,2,#4488AD,6,234,-3
0,0,18,"c(1, 0, 3, 2)",10,2,fixed,1,205,cw,50,10,2,324,6427,14,-1,4,62,65,-4,30,143,1,FALSE,2,#F62A5D,0,18,-4
0,0,18,"c(3, 0, 2, 1)",10,2,fixed,1,32,cw,136,10,2,227,3112,3,-1,15,66,69,-15,30,-46,-1,FALSE,1,#F6256B,0,18,-15
0,0,306,"c(2, 0, 1, 3)",18,2,fixed,1,175,cw,143,10,2,174,1667,317,1,11,68,71,11,30,165,1,FALSE,1,#D749A4,8,306,11
0,0,234,"c(0, 2, 3, 1)",16,2,fixed,1,8,ccw,44,10,2,83,3085,233,-1,1,69,74,-1,30,5,1,FALSE,1,#4787AE,6,234,-1
0,0,306,"c(1, 3, 0, 2)",18,2,fixed,1,9,cw,229,10,2,83,2987,312,1,6,70,75,6,30,-58,-1,FALSE,1,#D14FA8,8,306,6
0,0,162,"c(3, 1, 2, 0)",14,2,fixed,1,225,ccw,259,10,2,298,2905,163,1,1,71,76,1,30,45,1,FALSE,1,#558E58,4,162,1
0,0,198,"c(3, 0, 2, 1)",15,2,fixed,1,302,ccw,112,10,2,31,2404,217,1,19,72,77,19,30,90,1,FALSE,1,#328C9F,5,198,19
0,0,198,"c(1, 0, 3, 2)",15,2,fixed,1,245,ccw,201,10,2,325,3800,194,-1,4,73,78,-4,30,-125,-1,FALSE,1,#328F83,5,198,-4
0,0,54,"c(1, 3, 0, 2)",11,2,fixed,1,162,ccw,93,10,2,200,1946,67,1,13,74,79,13,30,-116,-1,FALSE,1,#D25F21,1,54,13
0,0,306,"c(2, 3, 0, 1)",18,2,fixed,1,174,cw,132,10,2,170,2042,302,-1,4,76,81,-4,30,-63,-1,FALSE,1,#C359B1,8,306,-4
0,0,126,"c(2, 1, 0, 3)",13,2,fixed,1,323,ccw,44,11,2,187,3367,129,1,3,1,01,3,31,173,1,FALSE,1,#82862D,3,126,3
0,0,198,3:0,15,2,fixed,1,60,ccw,200,11,2,337,1340,183,-1,15,2,02,-15,31,-118,-1,FALSE,1,#3D8F74,5,198,-15
0,0,90,"c(1, 0, 3, 2)",12,2,fixed,1,277,cw,353,11,2,97,4641,90,-1,0,3,03,0,31,-123,-1,FALSE,1,#B67213,2,90,0
0,0,234,"c(2, 3, 1, 0)",16,2,fixed,1,161,cw,356,11,2,229,1280,225,-1,9,10,10,-9,31,-145,-1,FALSE,1,#3B8AA7,6,234,-9
0,0,126,"c(2, 1, 3, 0)",13,2,fixed,1,156,ccw,117,11,2,111,3402,132,1,6,11,11,6,31,-172,-1,FALSE,1,#7E8730,3,126,6
0,0,18,"c(1, 2, 0, 3)",10,2,fixed,1,334,cw,81,11,2,297,4232,18,-1,0,12,12,0,31,-106,-1,FALSE,1,#F52D58,0,18,0
0,0,126,"c(0, 2, 3, 1)",13,2,fixed,1,85,cw,310,11,2,187,4219,137,1,11,16,16,11,31,-136,-1,FALSE,1,#778836,3,126,11
0,0,270,"c(3, 0, 2, 1)",17,2,fixed,1,131,cw,355,11,2,275,4700,270,-1,0,17,17,0,31,46,1,FALSE,1,#8C75BE,7,270,0
0,0,234,"c(2, 0, 3, 1)",16,2,fixed,1,198,ccw,123,11,2,1,1602,236,1,2,18,18,2,31,108,1,FALSE,1,#4D87B1,6,234,2
0,0,18,"c(3, 0, 2, 1)",10,2,fixed,1,142,ccw,252,11,2,111,2817,357,1,21,21,21,21,31,-68,-1,FALSE,1,#F52573,0,18,21
0,0,162,"c(0, 1, 3, 2)",14,2,fixed,1,73,ccw,36,11,2,169,3515,155,-1,7,22,22,-7,31,48,1,FALSE,1,#5F8D4D,4,162,-7
0,0,306,"c(3, 1, 2, 0)",18,2,fixed,1,6,cw,277,11,2,8,2384,285,-1,21,23,23,-21,31,-59,-1,FALSE,1,#A769BA,8,306,-21
0,0,54,"c(1, 3, 2, 0)",11,2,fixed,1,282,ccw,311,11,2,347,1075,62,1,8,24,25,8,31,133,1,FALSE,1,#D75A25,1,54,8
0,0,270,"c(1, 2, 3, 0)",17,2,fixed,1,300,cw,324,11,2,303,1202,267,-1,3,25,26,-3,31,101,1,FALSE,1,#8677BE,7,270,-3
0,0,162,"c(1, 3, 0, 2)",14,2,fixed,1,77,ccw,200,11,2,348,1011,172,1,10,26,27,10,31,-109,-1,FALSE,1,#4A8F65,4,162,10
0,0,90,"c(0, 3, 2, 1)",12,2,fixed,1,6,ccw,313,11,2,307,3598,100,1,10,28,29,10,31,42,1,FALSE,1,#A97814,2,90,10
0,0,162,"c(0, 3, 2, 1)",14,2,fixed,1,102,cw,333,11,2,186,3396,159,-1,3,29,30,-3,31,73,1,FALSE,1,#5A8D52,4,162,-3
0,0,270,"c(1, 2, 3, 0)",17,2,fixed,1,335,cw,105,11,2,167,4565,272,1,2,30,31,2,31,104,1,FALSE,1,#9074BE,7,270,2
0,0,18,"c(0, 3, 1, 2)",10,2,fixed,1,236,cw,65,11,2,294,5819,359,1,19,34,37,19,31,137,1,FALSE,1,#F52570,0,18,19
0,0,342,"c(0, 3, 1, 2)",19,2,fixed,1,39,cw,68,11,2,272,2732,340,-1,2,37,40,-2,31,-6,-1,FALSE,1,#ED3089,9,342,-2
0,0,198,"c(3, 2, 0, 1)",15,2,fixed,1,337,cw,103,11,2,116,2408,219,1,21,38,41,21,31,-20,-1,FALSE,1,#348BA1,5,198,21
0,0,162,"c(0, 3, 2, 1)",14,2,fixed,1,344,cw,22,11,2,155,1738,177,1,15,39,42,15,31,117,1,FALSE,1,#438F6B,4,162,15
0,0,126,3:0,13,2,fixed,1,183,ccw,26,11,2,208,11845,126,-1,0,41,45,0,31,144,1,FALSE,1,#868529,3,126,0
0,0,18,3:0,10,2,fixed,1,242,ccw,325,11,2,31,4296,4,-1,14,44,49,-14,31,55,1,FALSE,1,#F6256A,0,18,-14
0,0,90,"c(2, 3, 1, 0)",12,2,fixed,1,32,cw,46,11,2,32,1114,78,-1,12,46,51,-12,31,164,1,FALSE,1,#C56818,2,90,-12
0,0,90,"c(2, 1, 0, 3)",12,2,fixed,1,339,cw,250,11,2,197,2604,87,-1,3,47,52,-3,31,133,1,FALSE,1,#BA6F13,2,90,-3
0,0,90,"c(2, 3, 0, 1)",12,2,fixed,1,262,ccw,286,11,2,349,1297,85,-1,5,53,58,-5,31,100,1,FALSE,1,#BD6E14,2,90,-5
0,0,342,"c(2, 3, 0, 1)",19,2,fixed,1,119,ccw,88,11,2,287,3203,345,1,3,57,62,3,31,-154,-1,FALSE,1,#F02C83,9,342,3
0,0,306,"c(3, 2, 0, 1)",18,2,fixed,1,236,ccw,107,11,2,318,1162,295,-1,11,58,63,-11,31,-91,-1,FALSE,1,#B860B5,8,306,-11
